"CnBio_ID","CnBio_Age","CnBio_Ethnicity","CnBio_Gender","CnPrAl_Date_graduated","CnMem_1_01_Date_Joined","Days_to_membership","CnPrAl_Degree","Degree_level","CnPrAlAttrCat_1_01_Description","CnPrAlAttrCat_1_02_Description","CnPrBs_Industry","CnAdrPrf_City","CnAdrPrf_County","CnAdrPrf_State","CnAdrPrf_ContryLongDscription","CnSmryEdu_Total_Educations","CnMem_1_01_Consecutive_Years","CnMem_1_01_Standing","CnMem_1_01_Total_Years","CnMem_1_01_Last_Dropped_Date","CnMem_1_01_Cur_Expires_on","Type_membership","CnMem_1_01_AtrCat_1_01_Description","CnGf_1_01_Fnds_1_01_Description","CnGf_1_01_Apls_1_01_Ap_Description","CnGf_1_01_Pks_1_01_Package_ID","CnGf_1_01_Pks_1_01_Description","CnGf_1_01_Pks_1_01_Description.1","Membership_desc","Gdate","Gmonth","Gyear","Mdate","Mmonth","Myear","degree_full","stateF","state","Ethnicity","Age","one","Same_day","Same_classroom_same_day","surv","dtm","cens","group","GraduationPeriod","time","Gender","Same_city_members","Same_degree_year_members"
200812800,29,"Asian","Male","12/1/2008","2/16/2009",77,"Bachelor of Science","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Tamuning","Guam","GU","United States",1,0,"Dropped",1,"3/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_PGrad W08","W08 - Dec08 Parent Grad Gift Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2008-12-01,"Spring",2008,2009-02-16,"02","2009","Bachelor of Science_SBS-College of Social & Behavioral Sciences","others","others","others",29,1,,,2009-02-16,77,1,"Dropped","Spring",77,"Male",0,4
20084364,30,"White or Caucasian","Male","5/1/2008","2/18/2009",293,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Chicago","Cook","IL","United States",1,0,"Dropped",3,"4/16/2012","","Dropped","","UAAA Memberships","","ALUM_Mbr_Chicago","Chicago - WindyCityCats","Grad Fest form returns (all semesters)","Bundled_offer",2008-05-01,"Fall",2008,2009-02-18,"02","2009","BS in Business Admin_ELLER-Eller College of Management","others","others","Caucasian",30,1,,,2009-02-18,293,1,"Dropped","Fall",293,"Male",8,9
200518899,34,"","Male","5/1/2005","2/19/2009",1390,"Bachelor of Science","Bachelors","SBS-College of Social & Behavioral Sciences",,"","San Carlos","San Mateo","CA","United States",1,0,"Dropped",3,"7/15/2012","","Dropped","","UAAA Memberships","","ALUM_Mbr_GRK_F08","F08 - Greek Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2005-05-01,"Fall",2005,2009-02-19,"02","2009","Bachelor of Science_SBS-College of Social & Behavioral Sciences","California","California","others",34,1,,,2009-02-19,1390,1,"Dropped","Fall",1390,"Male",0,8
20083760,31,"White or Caucasian","Male","12/20/2008","2/24/2009",66,"Bachelor of Science","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Tempe","Maricopa","AZ","United States",2,0,"Dropped",1,"3/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_Walk In","Walk In","Invoice campaign to May 2010 grads","Paid",2008-12-20,"Spring",2008,2009-02-24,"02","2009","Bachelor of Science_SBS-College of Social & Behavioral Sciences","Arizona","Arizona","Caucasian",31,1,,,2009-02-24,66,1,"Dropped","Spring",66,"Male",1,5
200614210,32,"White or Caucasian","Male","5/1/2006","2/25/2009",1031,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","San Diego","San Diego","CA","United States",1,0,"Dropped",2,"3/15/2011","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2006-05-01,"Fall",2006,2009-02-25,"02","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","California","California","Caucasian",32,1,,,2009-02-25,1031,1,"Dropped","Fall",1031,"Male",12,20
200617616,32,"White or Caucasian","Male","8/1/2005","2/27/2009",1306,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Glendale","Maricopa","AZ","United States",1,0,"Dropped",1,"3/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2005-08-01,"Fall",2005,2009-02-27,"02","2009","BS in Business Admin_ELLER-Eller College of Management","Arizona","Arizona","Caucasian",32,1,,,2009-02-27,1306,1,"Dropped","Fall",1306,"Male",2,20
200710551,32,"White or Caucasian","Male","12/1/2006","3/3/2009",823,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Marana","Pima","AZ","United States",1,0,"Dropped",1,"4/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2006-12-01,"Spring",2006,2009-03-03,"03","2009","BS in Business Admin_ELLER-Eller College of Management","Arizona","Arizona","Caucasian",32,1,,,2009-03-03,823,1,"Dropped","Spring",823,"Male",1,12
20084115,31,"White or Caucasian","Female","12/1/2007","3/5/2009",460,"Bachelor of Science","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Dallas","Collin","TX","United States",1,0,"Dropped",1,"4/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_DFW","Dallas/Fort Worth Chapter","Grad Fest form returns (all semesters)","Bundled_offer",2007-12-01,"Spring",2007,2009-03-05,"03","2009","Bachelor of Science_SBS-College of Social & Behavioral Sciences","others","others","Caucasian",31,1,,,2009-03-05,460,1,"Dropped","Spring",460,"Female",0,3
200836877,32,"White or Caucasian","Male","5/1/2007","3/5/2009",674,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Toms River","Ocean","NJ","United States",1,0,"Dropped",1,"4/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_NYC","New York City - MetroCats","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-03-05,"03","2009","Bachelor of Science_SCI-College of Science","others","others","Caucasian",32,1,,,2009-03-05,674,1,"Dropped","Fall",674,"Male",0,3
200839163,31,"White or Caucasian","Male","5/1/2007","3/6/2009",675,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","San Diego","San Diego","CA","United States",1,2,"Active",7,"4/15/2010","9/30/2016","Annual","BeachCats, San Diego CA","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-03-06,"03","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","California","California","Caucasian",31,1,,,2009-03-06,675,1,"Active","Fall",675,"Male",13,23
20087100,30,"White or Caucasian","Male","12/1/2007","3/7/2009",462,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Phoenix","Maricopa","AZ","United States",1,0,"Dropped",6,"3/15/2015","","Dropped","ZonaCats, Phoenix Chapter, Phoenix AZ","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2007-12-01,"Spring",2007,2009-03-07,"03","2009","BS in Business Admin_ELLER-Eller College of Management","Arizona","Arizona","Caucasian",30,1,,,2009-03-07,462,1,"Dropped","Spring",462,"Male",25,21
200513046,43,"White or Caucasian","Female","5/1/2005","3/9/2009",1408,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Sierra Vista","Cochise","AZ","United States",1,0,"Dropped",1,"4/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","SP08 - Parent Campaign (GradSpec) <3007>","Paid",2005-05-01,"Fall",2005,2009-03-09,"03","2009","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Caucasian",43,1,,,2009-03-09,1408,1,"Dropped","Fall",1408,"Female",1,3
20086921,31,"White or Caucasian","Female","5/1/2008","3/10/2009",313,"BA in Education","Bachelors","EDUC-College of Education",,"","Tempe","Maricopa","AZ","United States",1,0,"Dropped",2,"4/15/2011","","Dropped","","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2008-05-01,"Fall",2008,2009-03-10,"03","2009","BA in Education_EDUC-College of Education","Arizona","Arizona","Caucasian",31,1,,,2009-03-10,313,1,"Dropped","Fall",313,"Female",2,4
200839359,30,"White or Caucasian","Male","5/1/2007","3/11/2009",680,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Phoenix","Maricopa","AZ","United States",1,0,"Dropped",1,"4/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-03-11,"03","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","Arizona","Arizona","Caucasian",30,1,,,2009-03-11,680,1,"Dropped","Fall",680,"Male",26,24
200517362,33,"White or Caucasian","Male","5/1/2005","3/17/2009",1416,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Walnut Creek","Contra Costa","CA","United States",1,0,"Dropped",1,"4/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_Nor Cal","Northern California - BayCats","Online, not specified","Paid",2005-05-01,"Fall",2005,2009-03-17,"03","2009","BS in Business Admin_ELLER-Eller College of Management","California","California","Caucasian",33,1,,,2009-03-17,1416,1,"Dropped","Fall",1416,"Male",0,21
200838198,30,"White or Caucasian","Male","5/1/2007","3/18/2009",687,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Phoenix","Maricopa","AZ","United States",1,0,"Dropped",3,"4/16/2012","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-03-18,"03","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","Arizona","Arizona","Caucasian",30,1,,,2009-03-18,687,1,"Dropped","Fall",687,"Male",27,25
20086294,30,"White or Caucasian","Male","5/1/2008","3/19/2009",322,"BS in Public Admin","Bachelors","ELLER-School of Public Administration & Policy",,"","Rosamond","Kern","CA","United States",1,0,"Active",7,"4/15/2015","5/31/2018","Annual","SoCalCats, Los Angeles CA","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2008-05-01,"Fall",2008,2009-03-19,"03","2009","BS in Public Admin_ELLER-School of Public Administration & Policy","California","California","Caucasian",30,1,,,2009-03-19,322,1,"Active","Fall",322,"Male",0,0
200710068,38,"American Indian","Male","8/1/2006","3/24/2009",966,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Arlington","Arlington","VA","United States",3,0,"Dropped",2,"4/15/2011","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2006-08-01,"Fall",2006,2009-03-24,"03","2009","Bachelor of Science_SCI-College of Science","others","others","others",38,1,,,2009-03-24,966,1,"Dropped","Fall",966,"Male",1,2
20088931,30,"White or Caucasian","Male","8/1/2008","3/25/2009",236,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Chicago","Cook","IL","United States",1,0,"Dropped",1,"4/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_MBB08-09","Men's BB 2008-2009","Grad Fest form returns (all semesters)","Bundled_offer",2008-08-01,"Fall",2008,2009-03-25,"03","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","others","others","Caucasian",30,1,,,2009-03-25,236,1,"Dropped","Fall",236,"Male",9,15
200517884,33,"White or Caucasian","Female","5/1/2005","3/26/2009",1425,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Dallas","Dallas","TX","United States",1,0,"Dropped",2,"4/15/2011","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2005-05-01,"Fall",2005,2009-03-26,"03","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","others","others","Caucasian",33,1,,,2009-03-26,1425,1,"Dropped","Fall",1425,"Female",1,29
200836893,32,"White or Caucasian","Female","5/1/2007","4/3/2009",703,"Bachelor of Architecture","Bachelors","ARCH-School of Architecture",,"","Scottsdale","Maricopa","AZ","United States",1,0,"Dropped",6,"11/15/2015","","Dropped","EastValleyCats, Phoenix AZ","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-04-03,"04","2009","Bachelor of Architecture_ARCH-School of Architecture","Arizona","Arizona","Caucasian",32,1,,,2009-04-03,703,1,"Dropped","Fall",703,"Female",11,0
2008104115,33,"","Female","8/1/2005","4/3/2009",1341,"Bachelor of Science","Bachelors","CALS-Norton School of Family & Consumer Sciences",,"","San Francisco","San Francisco","CA","United States",1,0,"Dropped",1,"5/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2005-08-01,"Fall",2005,2009-04-03,"04","2009","Bachelor of Science_CALS-Norton School of Family & Consumer Sciences","California","California","others",33,1,,,2009-04-03,1341,1,"Dropped","Fall",1341,"Female",8,6
20087381,30,"White or Caucasian","Male","5/1/2008","4/3/2009",337,"BS in Chemical Engineering","Bachelors","ENGR-College of Engineering",,"","Walnut Creek","Contra Costa","CA","United States",1,0,"Dropped",2,"5/16/2011","","Dropped","","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2008-05-01,"Fall",2008,2009-04-03,"04","2009","BS in Chemical Engineering_ENGR-College of Engineering","California","California","Caucasian",30,1,,,2009-04-03,337,1,"Dropped","Fall",337,"Male",1,0
200614445,31,"White or Caucasian","Female","5/1/2007","4/6/2009",706,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Scottsdale","Maricopa","AZ","United States",1,0,"Dropped",4,"10/15/2013","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-04-06,"04","2009","BS in Business Admin_ELLER-Eller College of Management","Arizona","Arizona","Caucasian",31,1,,,2009-04-06,706,1,"Dropped","Fall",706,"Female",12,22
200716350,32,"","Female","5/1/2007","4/6/2009",706,"Juris Doctor","Doctorate","LAW-Rogers College of Law",,"","Rego Park","Queens","NY","United States",1,0,"Dropped",1,"5/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_NYC","New York City - MetroCats","Online, not specified","Paid",2007-05-01,"Fall",2007,2009-04-06,"04","2009","Juris Doctor_LAW-Rogers College of Law","others","others","others",32,1,,,2009-04-06,706,1,"Dropped","Fall",706,"Female",0,1
200517475,32,"White or Caucasian","Female","5/1/2005","4/14/2009",1444,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"5/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_GC_SP09","SP09_ Spring General Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2005-05-01,"Fall",2005,2009-04-14,"04","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","Arizona","Arizona","Caucasian",32,1,,,2009-04-14,1444,1,"Dropped","Fall",1444,"Female",62,30
200518199,32,"White or Caucasian","Female","5/1/2005","4/14/2009",1444,"Bachelor of Science","Bachelors","CALS-Norton School of Family & Consumer Sciences",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"5/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_GC_SP09","SP09_ Spring General Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2005-05-01,"Fall",2005,2009-04-14,"04","2009","Bachelor of Science_CALS-Norton School of Family & Consumer Sciences","Arizona","Arizona","Caucasian",32,1,,,2009-04-14,1444,1,"Dropped","Fall",1444,"Female",63,7
200514739,45,"White or Caucasian","Male","5/1/2005","4/16/2009",1446,"Doctor of Philosophy","Doctorate","SCI-College of Science",,"","Westbrook","Cumberland","ME","United States",1,0,"Dropped",1,"5/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2005-05-01,"Fall",2005,2009-04-16,"04","2009","Doctor of Philosophy_SCI-College of Science","others","others","Caucasian",45,1,,,2009-04-16,1446,1,"Dropped","Fall",1446,"Male",0,0
200836811,32,"White or Caucasian","Female","5/1/2007","4/20/2009",720,"BS in Biosystems Engineering (BE)","Bachelors","ENGR-College of Engineering",,"","Tucson","Pima","AZ","United States",2,0,"Dropped",4,"5/15/2013","","Dropped","","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-04-20,"04","2009","BS in Biosystems Engineering (BE)_ENGR-College of Engineering","Arizona","Arizona","Caucasian",32,1,,,2009-04-20,720,1,"Dropped","Fall",720,"Female",64,0
200829995,42,"White or Caucasian","Male","12/1/2008","4/22/2009",142,"Master of Business Administration","Masters","ELLER-Eller College of Management",,"","Tempe","Maricopa","AZ","United States",1,0,"Dropped",4,"11/15/2013","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2008-12-01,"Spring",2008,2009-04-22,"04","2009","Master of Business Administration_ELLER-Eller College of Management","Arizona","Arizona","Caucasian",42,1,,,2009-04-22,142,1,"Dropped","Spring",142,"Male",3,0
200812544,29,"White or Caucasian","Male","5/1/2009","5/4/2009",3,"Bachelor of Science","Bachelors","SCI-College of Science",,"","Tucson","Pima","AZ","United States",1,6,"Active",6,"","","Life","","UAAA Memberships","","ALUM_Mbr_PGrad SP09","SP09 - May09 Parent Grad Gift Campaign <2025>","Grad Fest form returns (all semesters)","Bundled_offer",2009-05-01,"Fall",2009,2009-05-04,"05","2009","Bachelor of Science_SCI-College of Science","Arizona","Arizona","Caucasian",29,1,,,2009-05-04,3,1,"Active","Fall",3,"Male",65,0
20086323,30,"White or Caucasian","Female","5/1/2008","5/10/2009",374,"Bachelor of Arts","Bachelors","FA-College of Fine Arts - Art",,"","Astoria","Queens","NY","United States",1,0,"Active",6,"6/30/2015","7/31/2016","Annual","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2008-05-01,"Fall",2008,2009-05-10,"05","2009","Bachelor of Arts_FA-College of Fine Arts - Art","others","others","Caucasian",30,1,,,2009-05-10,374,1,"Active","Fall",374,"Female",0,2
200816757,28,"White or Caucasian","Female","5/1/2009","5/13/2009",12,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Salinas","Monterey","CA","United States",1,0,"Dropped",1,"5/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2009-05-01,"Fall",2009,2009-05-13,"05","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","California","California","Caucasian",28,1,,,2009-05-13,12,1,"Dropped","Fall",12,"Female",0,0
200814890,67,"White or Caucasian","Male","5/1/2009","5/15/2009",14,"Doctor of Philosophy","Doctorate","EDUC-College of Education",,"","Drayden","Saint Marys","MD","United States",1,6,"Active",6,"","5/31/2018","Annual","CapitolCats, Washington DC","UAAA Memberships","","ALUM_Mbr_PGrad SP09","SP09 - May09 Parent Grad Gift Campaign <2025>","Grad Fest form returns (all semesters)","Bundled_offer",2009-05-01,"Fall",2009,2009-05-15,"05","2009","Doctor of Philosophy_EDUC-College of Education","others","others","Caucasian",67,1,,,2009-05-15,14,1,"Active","Fall",14,"Male",0,0
200937402,35,"","Male","12/1/2005","5/19/2009",1265,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Washington","District of Columbia","DC","United States",1,0,"Dropped",0,"5/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2005-12-01,"Spring",2005,2009-05-19,"05","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","others","others","others",35,1,,,2009-05-19,1265,1,"Dropped","Spring",1265,"Male",4,31
20084193,31,"White or Caucasian","Male","5/16/2009","5/20/2009",4,"Bachelor of Fine Arts","Bachelors","FA-College of Fine Arts - Art",,"","Phoenix","Maricopa","AZ","United States",2,6,"Active",6,"","5/31/2017","Annual","","UAAA Memberships","","ALUM_Mbr_PGrad SP09","SP09 - May09 Parent Grad Gift Campaign <2025>","SP08 - Bio Update <2011>","Paid",2009-05-16,"Fall",2009,2009-05-20,"05","2009","Bachelor of Fine Arts_FA-College of Fine Arts - Art","Arizona","Arizona","Caucasian",31,1,,,2009-05-20,4,1,"Active","Fall",4,"Male",28,0
200812494,35,"White or Caucasian","Male","12/1/2007","5/20/2009",536,"Bachelor of Science","Bachelors","CALS-College of Agriculture & Life Sciences",,"","Yuma","Yuma","AZ","United States",1,0,"Dropped",4,"6/15/2013","","Dropped","","UAAA Memberships","","ALUM_Mbr_CH09","SP09 - CH09 Chapter Mail Campaign","Online, not specified","Paid",2007-12-01,"Spring",2007,2009-05-20,"05","2009","Bachelor of Science_CALS-College of Agriculture & Life Sciences","Arizona","Arizona","Caucasian",35,1,,,2009-05-20,536,1,"Dropped","Spring",536,"Male",2,2
20087931,29,"White or Caucasian","Male","5/1/2008","5/21/2009",385,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Los Angeles","Los Angeles","CA","United States",1,0,"Dropped",3,"6/15/2012","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2008-05-01,"Fall",2008,2009-05-21,"05","2009","BS in Business Admin_ELLER-Eller College of Management","California","California","Caucasian",29,1,,,2009-05-21,385,1,"Dropped","Fall",385,"Male",6,10
200814490,29,"White or Caucasian","Female","5/1/2009","5/27/2009",26,"BS in Health Sciences","Bachelors","MED-College of Medicine",,"","Aurora","Adams","CO","United States",1,0,"Dropped",0,"5/15/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_PGrad SP09","SP09 - May09 Parent Grad Gift Campaign <2025>","Grad Fest form returns (all semesters)","Bundled_offer",2009-05-01,"Fall",2009,2009-05-27,"05","2009","BS in Health Sciences_MED-College of Medicine","others","others","Caucasian",29,1,,,2009-05-27,26,1,"Dropped","Fall",26,"Female",0,0
200812197,29,"White or Caucasian","Female","5/1/2009","5/28/2009",27,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Brighton","Suffolk","MA","United States",1,6,"Active",6,"","","Life","","UAAA Memberships","","ALUM_Mbr_PGrad SP09","SP09 - May09 Parent Grad Gift Campaign <2025>","Grad Fest form returns (all semesters)","Bundled_offer",2009-05-01,"Fall",2009,2009-05-28,"05","2009","BS in Business Admin_ELLER-Eller College of Management","others","others","Caucasian",29,1,,,2009-05-28,27,1,"Active","Fall",27,"Female",0,0
200616128,42,"White or Caucasian","Female","5/1/2006","6/4/2009",1130,"Doctor of Philosophy","Doctorate","SBS-College of Social & Behavioral Sciences",,"Education","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"7/20/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_Walk In","Walk In","Grad Fest form returns (all semesters)","Bundled_offer",2006-05-01,"Fall",2006,2009-06-04,"06","2009","Doctor of Philosophy_SBS-College of Social & Behavioral Sciences","Arizona","Arizona","Caucasian",42,1,,,2009-06-04,1130,1,"Dropped","Fall",1130,"Female",66,0
200816157,28,"White or Caucasian","Female","5/1/2009","6/9/2009",39,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Sherman Oaks","Los Angeles","CA","United States",1,0,"Dropped",1,"7/20/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2009-05-01,"Fall",2009,2009-06-09,"06","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","California","California","Caucasian",28,1,,,2009-06-09,39,1,"Dropped","Fall",39,"Female",1,1
200518264,32,"White or Caucasian","Male","5/1/2005","6/11/2009",1502,"Bachelor of Science","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Tarzana","Los Angeles","CA","United States",1,0,"Dropped",3,"10/15/2012","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2005-05-01,"Fall",2005,2009-06-11,"06","2009","Bachelor of Science_SBS-College of Social & Behavioral Sciences","California","California","Caucasian",32,1,,,2009-06-11,1502,1,"Dropped","Fall",1502,"Male",1,9
200816891,39,"White or Caucasian","Male","5/1/2009","6/17/2009",47,"Bachelor of Arts","Bachelors","SBS-College of Social & Behavioral Sciences",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",6,"11/15/2015","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2009-05-01,"Fall",2009,2009-06-17,"06","2009","Bachelor of Arts_SBS-College of Social & Behavioral Sciences","Arizona","Arizona","Caucasian",39,1,,,2009-06-17,47,1,"Dropped","Fall",47,"Male",67,2
200615618,37,"White or Caucasian","Male","5/1/2006","6/18/2009",1144,"Master of Business Administration","Masters","ELLER-Eller College of Management",,"","Burbank","Los Angeles","CA","United States",1,0,"Dropped",1,"7/20/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_SP08_INV","SP08 - Membership Invitation <2012>","Grad Fest form returns (all semesters)","Bundled_offer",2006-05-01,"Fall",2006,2009-06-18,"06","2009","Master of Business Administration_ELLER-Eller College of Management","California","California","Caucasian",37,1,,,2009-06-18,1144,1,"Dropped","Fall",1144,"Male",0,5
200838115,30,"White or Caucasian","Female","5/1/2007","7/2/2009",793,"BS in Nursing","Bachelors","NURS-College of Nursing",,"","Phoenix","Maricopa","AZ","United States",1,0,"Dropped",2,"8/15/2011","","Dropped","","UAAA Memberships","","ALUM_Mbr_FB2009","2009 Football Tickets and Tailgates","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-07-02,"07","2009","BS in Nursing_NURS-College of Nursing","Arizona","Arizona","Caucasian",30,1,,,2009-07-02,793,1,"Dropped","Fall",793,"Female",29,0
200710067,39,"White or Caucasian","Male","5/1/2007","7/8/2009",799,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Lees Summit","Jackson","MO","United States",1,0,"Dropped",2,"8/15/2011","","Dropped","","UAAA Memberships","","ALUM_Mbr_KC","Kansas City Chapter","Grad Fest form returns (all semesters)","Bundled_offer",2007-05-01,"Fall",2007,2009-07-08,"07","2009","BS in Business Admin_ELLER-Eller College of Management","others","others","Caucasian",39,1,,,2009-07-08,799,1,"Dropped","Fall",799,"Male",0,23
200618258,32,"White or Caucasian","Female","12/1/2005","7/10/2009",1317,"BS in Business Admin","Bachelors","ELLER-Eller College of Management",,"","Tucson","Pima","AZ","United States",1,0,"Dropped",1,"8/19/2010","","Dropped","","UAAA Memberships","","ALUM_Mbr_N999","Not Specified","Grad Fest form returns (all semesters)","Bundled_offer",2005-12-01,"Spring",2005,2009-07-10,"07","2009","BS in Business Admin_ELLER-Eller College of Management","Arizona","Arizona","Caucasian",32,1,,,2009-07-10,1317,1,"Dropped","Spring",1317,"Female",68,22
