CnBio_ID,CnBio_Age,CnBio_Ethnicity,CnBio_Gender,CnPrAl_Date_graduated,CnMem_1_01_Date_Joined,Days_to_membership,CnPrAl_Degree,Degree_level,CnPrAlAttrCat_1_01_Description,CnPrAlAttrCat_1_02_Description,CnPrBs_Industry,CnAdrPrf_City,CnAdrPrf_County,CnAdrPrf_State,CnAdrPrf_ContryLongDscription,CnSmryEdu_Total_Educations,CnMem_1_01_Consecutive_Years,CnMem_1_01_Standing,CnMem_1_01_Total_Years,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Cur_Expires_on,Type_membership,CnMem_1_01_AtrCat_1_01_Description,CnGf_1_01_Fnds_1_01_Description,CnGf_1_01_Apls_1_01_Ap_Description,CnGf_1_01_Pks_1_01_Package_ID,CnGf_1_01_Pks_1_01_Description,CnGf_1_01_Pks_1_01_Description,Membership_desc
200710522,33,White or Caucasian,Male,8/1/2006,9/4/2008,765,Bachelor of Arts,Bachelors,FA-College of Fine Arts - Music,,,San Francisco,San Francisco,CA,United States,1,0,Dropped,1,10/16/2009,,Dropped,,UAAA Memberships,,ALUM_Mbr_FB2008,2008 Football Tickets & Tailgates,Grad Fest form returns (all semesters),Bundled_offer
20087777,31,White or Caucasian,Male,5/1/2008,6/8/2010,768,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,McLean,Fairfax,VA,United States,1,0,Dropped,3,7/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_Puzzle_SP10,SP10 - Wordsearch_Non-member campaign,Grad Fest form returns (all semesters),Bundled_offer
200822699,25,White or Caucasian,Male,5/14/2011,6/30/2013,778,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Lk Havasu Cty,Mohave,AZ,United States,1,0,Dropped,1,7/15/2014,,Dropped,,UAAA Memberships,,ALUM Mbr E-News,E-mail Newsletter,SCI_College Circle/College of Science,Bundled_offer
200815186,28,White or Caucasian,Female,12/1/2008,1/30/2011,790,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Long Beach,Los Angeles,CA,United States,1,0,Dropped,1,2/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Benefits,Membership Benefits interest,Grad Fest form returns (all semesters),Bundled_offer
200811252,29,White or Caucasian,Female,8/1/2008,10/5/2010,795,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Redwood City,San Mateo,CA,United States,1,0,Dropped,3,11/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_YngAlumNAT,Young Alumni campaign - National,Grad Fest form returns (all semesters),Bundled_offer
200819734,28,Hispanic/Latino,Male,12/15/2012,2/25/2015,802,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Renton,King,WA,United States,1,0,Dropped,1,3/15/2016,,Dropped,"SeaCats, Seattle WA",,,,,"Online, not specified",Paid
200898841,25,Hispanic/Latino,Female,5/12/2012,8/4/2014,814,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Los Angeles,Los Angeles,CA,United States,1,0,Dropped,1,9/15/2015,,Dropped,"OCCats, Orange County CA",UAAA Memberships,,ALUM Mbr OC,"OCCats, Orange County CA",Not Specified,Paid
200519077,33,African American or Black,Male,5/1/2005,8/6/2007,827,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Hercules,Contra Costa,CA,United States,1,0,Dropped,4,9/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,SP15 Grad Fest form returns,Paid
2008100749,30,White or Caucasian,Male,5/12/2012,8/29/2014,839,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,9/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr GameDay14,GameDay14 online coupon sale,Pre-RE Online Sign Ups,Paid
200220900,33,White or Caucasian,Male,5/1/2005,9/5/2007,857,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,3,3/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200816693,36,Hispanic/Latino,Female,12/1/2007,4/8/2010,859,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,5/16/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20087377,31,White or Caucasian,Female,5/1/2008,9/14/2010,866,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Encinitas,San Diego,CA,United States,1,0,Dropped,3,3/14/2014,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200944063,26,,Female,5/14/2011,9/30/2013,870,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Santa Monica,Los Angeles,CA,United States,1,0,Dropped,1,10/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Unspecified,"Online, not specified",SCI_College Circle/College of Science,Bundled_offer
200830022,27,Hispanic/Latino,Female,12/1/2008,4/21/2011,871,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,5/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
2008100073,28,Asian,Male,8/9/2012,1/2/2015,876,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Brooklyn,Kings,NY,United States,1,0,Dropped,1,2/15/2016,,Dropped,"MetroCats, New York City NY",UAAA Memberships,,ALUM Mbr NYC,"MetroCats, New York City NY",Chicago - WindyCityCats,Paid
20083677,31,White or Caucasian,Female,5/1/2008,10/4/2010,886,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Austin,Travis,TX,United States,2,0,Dropped,3,11/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200614525,34,Hispanic/Latino,Male,8/1/2005,1/7/2008,889,Bachelor of Arts,Bachelors,FA-College of Fine Arts - Theatre Arts,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,2/16/2009,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20086725,30,White or Caucasian,Male,5/1/2008,10/11/2010,893,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Denver,Denver,CO,United States,1,0,Dropped,2,11/16/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_FB2010,2010 Football,Grad Fest form returns (all semesters),Bundled_offer
200837655,30,White or Caucasian,Female,5/1/2007,10/11/2009,894,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Durham,Durham,NC,United States,1,0,Dropped,4,10/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20086393,29,,Male,8/1/2009,1/15/2012,897,Bachelor of Arts,Bachelors,FA-College of Fine Arts,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,1,2/15/2013,,Dropped,,UAAA Memberships,,ALUM Mbr NYC,"MetroCats, New York City NY",SCI_College Circle/College of Science,Bundled_offer
200710101,36,White or Caucasian,Male,8/1/2006,2/5/2009,919,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,San Francisco,San Francisco,CA,United States,1,0,Dropped,2,9/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200827896,26,White or Caucasian,Female,8/11/2011,3/4/2014,936,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Manhattan Bch,Los Angeles,CA,United States,1,0,Dropped,1,4/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Unspecified,"Online, not specified","Online, not specified",Paid
20099676,25,Hispanic/Latino,Male,5/11/2013,12/3/2015,936,Bachelor of Arts,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,2,0,Active,0,,12/31/2018,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 15-16,ALUM Mbr E-News,E-mail Newsletter,San Diego - BeachCats,Paid
20083844,31,African American or Black,Female,12/1/2007,7/4/2010,946,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,3,9/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200896932,25,White or Caucasian,Male,5/12/2012,12/17/2014,949,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Los Angeles,Los Angeles,CA,United States,1,0,Dropped,1,1/15/2016,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr Magazine,Arizona Alumni Magazine,Grad Fest form returns (all semesters),Bundled_offer
200839229,35,White or Caucasian,Male,5/1/2007,12/8/2009,952,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Monterey,Monterey,CA,United States,1,0,Dropped,1,1/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_FB2009,2009 Football Tickets and Tailgates,Grad Fest form returns (all semesters),Bundled_offer
200618195,33,,Female,12/1/2005,7/14/2008,956,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Mahwah,Bergen,NJ,United States,1,0,Dropped,5,8/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_SP08_INV,SP08 - Membership Invitation <2012>,Grad Fest form returns (all semesters),Bundled_offer
200826208,26,White or Caucasian,Female,12/18/2010,8/28/2013,984,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,2,0,Dropped,1,9/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Invoice_F13,F13 Invoice New Grads campaign,Not Specified,Paid
200817050,29,White or Caucasian,Female,8/12/2010,4/30/2013,992,Bachelor of Arts,Bachelors,"LS-Letters, Arts & Science",,,Houston,Harris,TX,United States,1,0,Dropped,1,5/15/2014,,Dropped,,UAAA Memberships,,ALUM Mbr Magazine,Arizona Alumni Magazine,Not Specified,Paid
200811341,29,White or Caucasian,Female,5/1/2009,1/23/2012,997,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Los Angeles,Los Angeles,CA,United States,1,0,Dropped,1,2/15/2013,,Dropped,,UAAA Memberships,,ALUM Mbr Print Form,Online Printable Mail-in form,Grad Fest form returns (all semesters),Bundled_offer
200618503,33,White or Caucasian,Female,12/1/2005,8/26/2008,999,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,San Francisco,San Francisco,CA,United States,1,1,Active,7,9/15/2011,9/30/2016,Annual,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20082734,34,White or Caucasian,Male,5/1/2008,2/3/2011,1008,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,1,3/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200617099,33,White or Caucasian,Male,8/1/2005,5/26/2008,1029,Bachelor of Arts,Bachelors,UNIVCOL-University College,,,San Diego,San Diego,CA,United States,1,0,Dropped,1,6/15/2009,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200614210,32,White or Caucasian,Male,5/1/2006,2/25/2009,1031,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,San Diego,San Diego,CA,United States,1,0,Dropped,2,3/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200839231,31,White or Caucasian,Female,5/1/2007,3/5/2010,1039,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Stony Brook,Suffolk,NY,United States,1,0,Dropped,2,5/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_NYC,New York City - MetroCats,Grad Fest form returns (all semesters),Bundled_offer
200925366,25,White or Caucasian,Male,5/11/2013,3/15/2016,1039,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Athens,Clarke,GA,United States,1,0,Active,0,,3/31/2017,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 15-16,ALUM Mbr Unspecified,"Online, not specified",SP09 - CH09 Chapter Mail Campaign,Paid
20088459,29,Asian,Male,5/1/2009,3/28/2012,1062,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,San Francisco,San Francisco,CA,United States,1,1,Active,4,4/16/2013,10/31/2017,Annual,,UAAA Memberships,,ALUM_Mbr_OC,Orange County - OCCats,Grad Fest form returns (all semesters),Bundled_offer
200832284,28,White or Caucasian,Male,12/18/2010,11/18/2013,1066,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Washington,District of Columbia,DC,United States,1,2,Active,2,,11/30/2016,Annual,"CapitolCats, Washington DC",UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr E-News,E-mail Newsletter,"Online, not specified",Paid
20078964,41,White or Caucasian,Female,8/1/2006,7/15/2009,1079,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Shreveport,Caddo,LA,United States,1,0,Dropped,1,8/19/2010,,Dropped,,UAAA Memberships,,ALUM_Mbr_GC_SP09,SP09_ Spring General Campaign,Grad Fest form returns (all semesters),Bundled_offer
200813037,29,White or Caucasian,Female,8/1/2009,8/17/2012,1112,Bachelor of Arts,Bachelors,SCI-College of Science,,,Scottsdale,Maricopa,AZ,United States,1,0,Dropped,1,9/15/2013,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Unspecified,"Online, not specified",SCI_College Circle/College of Science,Bundled_offer
200833679,27,White or Caucasian,Female,8/9/2012,9/15/2015,1132,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Villa Park,Orange,CA,United States,1,0,Active,0,,9/30/2016,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 15-16,ALUM Mbr E-News,E-mail Newsletter,"Online, not specified",Paid
200813645,28,,Female,5/1/2009,6/18/2012,1144,Bachelor of Arts,Bachelors,UNIVCOL-University College,,,New York,New York,NY,United States,1,0,Dropped,1,7/15/2013,,Dropped,,UAAA Memberships,,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200834292,30,White or Caucasian,Male,8/12/2010,10/10/2013,1155,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Mesa,Maricopa,AZ,United States,1,2,Active,2,,10/31/2016,Annual,Phoenix Young Alumni Club,UAAA Memberships,,ALUM Mbr PYAC,Phoenix Young Alumni Club,SCI_College Circle/College of Science,Bundled_offer
200518187,32,White or Caucasian,Female,8/1/2005,10/21/2008,1177,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,San Diego,San Diego,CA,United States,1,0,Dropped,1,11/15/2009,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200832713,27,White or Caucasian,Female,1/12/2011,4/4/2014,1178,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Chappaqua,Westchester,NY,United States,1,0,Dropped,1,5/15/2015,,Dropped,"MetroCats, New York City NY",UAAA Memberships,,ALUM Mbr NYC,"MetroCats, New York City NY","Online, not specified",Paid
200819494,28,White or Caucasian,Female,5/15/2010,8/29/2013,1202,Bachelor of Arts,Bachelors,FA-College of Fine Arts - Art,,,Tucson,Pima,AZ,United States,3,0,Dropped,2,11/15/2015,,Dropped,"CactusCats, Tucson AZ",UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr E-News,E-mail Newsletter,Pre-RE Online Sign Ups,Paid
200822382,26,White or Caucasian,Male,5/14/2011,8/29/2014,1203,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,9/15/2015,,Dropped,,,,,,SCI_College Circle/College of Science,Bundled_offer
2008100321,27,White or Caucasian,Male,5/15/2010,9/6/2013,1210,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Derwood,Montgomery,MD,United States,1,0,Dropped,1,10/15/2014,,Dropped,,,,,,2007 Football Tickets and Tailgates,Paid
200613770,31,White or Caucasian,Female,5/1/2006,8/25/2009,1212,Bachelor of Arts,Bachelors,FA-College of Fine Arts,,,West Hills,Los Angeles,CA,United States,1,0,Dropped,1,9/15/2010,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200814305,28,American Indian,Female,5/14/2011,9/15/2014,1220,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Coolidge,Pinal,AZ,United States,1,0,Dropped,1,10/15/2015,,Dropped,,,,,,SCI_College Circle/College of Science,Bundled_offer
2006582,32,White or Caucasian,Female,5/1/2006,9/3/2009,1221,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Great Neck,Nassau,NY,United States,1,0,Dropped,1,7/1/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Pre-RE Online Sign Ups,Paid
200838032,31,Hispanic/Latino,Male,5/1/2007,9/23/2010,1241,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Glendale,Maricopa,AZ,United States,1,0,Dropped,1,10/17/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_YngAlumNAT,Young Alumni campaign - National,Grad Fest form returns (all semesters),Bundled_offer
200814349,29,White or Caucasian,Female,5/1/2009,9/28/2012,1246,Bachelor of Arts,Bachelors,UNIVCOL-University College,,,Scottsdale,Maricopa,AZ,United States,3,0,Dropped,1,10/15/2013,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Invoice_F12,F12 Invoice new grad campaign,Grad Fest form returns (all semesters),Bundled_offer
200617876,32,White or Caucasian,Female,8/1/2005,1/6/2009,1254,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Carefree,Maricopa,AZ,United States,1,0,Dropped,2,2/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200816196,29,Asian,Female,8/1/2009,1/13/2013,1261,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,1,2/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Unspecified,"Online, not specified",SCI_College Circle/College of Science,Bundled_offer
200937402,35,,Male,12/1/2005,5/19/2009,1265,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Washington,District of Columbia,DC,United States,1,0,Dropped,0,5/15/2010,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200816667,29,White or Caucasian,Male,5/1/2009,10/23/2012,1271,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Philadelphia,Philadelphia,PA,United States,1,0,Dropped,1,11/15/2013,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Pursuant,F12 Pursuant Video campaign,SP11 - Parent Grad Gift Campaign_2070,Paid
200614405,69,White or Caucasian,Female,5/1/2006,10/28/2009,1276,Bachelor of Arts,Bachelors,UNIVCOL-University College,,,Lawrenceville,Gwinnett,GA,United States,1,0,Dropped,5,1/15/2015,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20085678,31,White or Caucasian,Male,8/1/2007,2/19/2011,1298,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Chicago,Cook,IL,United States,1,0,Dropped,1,3/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Gift of Student Membership_UA affiliate,Paid
200929601,28,White or Caucasian,Male,5/12/2012,12/1/2015,1298,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Los Angeles,Los Angeles,CA,United States,1,0,Active,0,,12/31/2018,Annual,"SoCalCats, Los Angeles CA",UAAA Memberships,,ALUM Mbr Los Angeles,"SoCalCats, Los Angeles CA",2008 Football Tickets & Tailgates,Paid
200832480,28,White or Caucasian,Female,5/15/2010,12/10/2013,1305,Bachelor of Arts,Bachelors,SCI-College of Science,,,New York,New York,NY,United States,1,0,Dropped,1,1/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Event,Special Alumni Association Event (misc),SCI_College Circle/College of Science,Bundled_offer
200833734,28,,Male,5/1/2009,11/27/2012,1306,Bachelor of Arts,Bachelors,HUM-College of Humanities,,,Tucson,Pima,AZ,United States,1,0,Active,3,12/15/2014,10/31/2016,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Unspecified,"Online, not specified",SP11 - Parent Grad Gift Campaign_2070,Paid
200518731,32,White or Caucasian,Female,5/1/2005,12/9/2008,1318,Bachelor of Arts,Bachelors,AIC-Arizona International College,,,Anaheim,Orange,CA,United States,1,0,Dropped,5,11/15/2014,,Dropped,"OCCats, Orange County CA",UAAA Memberships,,ALUM_Mbr_GRK_F08,F08 - Greek Mail Campaign,Grad Fest form returns (all semesters),Bundled_offer
200813650,28,White or Caucasian,Female,8/12/2010,3/27/2014,1323,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,4/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr E-News,E-mail Newsletter,SP08 - Parent Campaign (Lifelong) <3008>,Paid
200897084,26,White or Caucasian,Male,12/17/2011,8/11/2015,1333,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,New York,New York,NY,United States,1,0,Active,0,,8/31/2016,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 15-16,ALUM Mbr Unspecified,"Online, not specified",Not Specified,Paid
200517840,32,Asian,Female,5/1/2005,1/11/2009,1351,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Ankeny,Polk,IA,United States,1,0,Dropped,2,2/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200819976,31,White or Caucasian,Male,8/1/2008,4/20/2012,1358,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Medford,Burlington,NJ,United States,1,0,Dropped,1,5/15/2013,,Dropped,,UAAA Memberships,,ALUM Mbr PHL,"PhillyCats, Philadelphia PA",Grad Fest form returns (all semesters),Bundled_offer
200819510,28,White or Caucasian,Female,5/14/2011,2/6/2015,1364,Bachelor of Arts,Bachelors,FA-College of Fine Arts - Art,,,Tucson,Pima,AZ,United States,1,1,Lapsed,1,,2/29/2016,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr Unspecified,"Online, not specified",SP12 Parent Grad Gift Campaign form2089,Paid
200517396,33,White or Caucasian,Female,5/1/2005,1/29/2009,1369,Bachelor of Arts,Bachelors,UNIVCOL-University College,,,Corona Del Mar,Orange,CA,United States,1,0,Dropped,3,2/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20093021,27,White or Caucasian,Male,5/15/2010,2/27/2014,1384,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Phoenix,Maricopa,AZ,United States,2,2,Active,2,,2/28/2018,Annual,"ZonaCats, Phoenix Chapter, Phoenix AZ",UAAA Memberships,,ALUM Mbr Phoenix,"ZonaCats, Phoenix Chapter, Phoenix AZ",SCI_College Circle/College of Science,Bundled_offer
200824334,26,White or Caucasian,Male,5/14/2011,3/16/2015,1402,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Palos Verdes Estates,Los Angeles,CA,United States,1,0,Dropped,1,4/15/2016,,Dropped,"SoCalCats, Los Angeles CA",UAAA Memberships,,ALUM Mbr Los Angeles,"SoCalCats, Los Angeles CA",SCI_College Circle/College of Science,Bundled_offer
200517884,33,White or Caucasian,Female,5/1/2005,3/26/2009,1425,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Dallas,Dallas,TX,United States,1,0,Dropped,2,4/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200837537,31,White or Caucasian,Female,5/1/2007,4/1/2011,1431,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,West Point,Davis,UT,United States,1,0,Dropped,4,5/15/2015,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200838015,31,White or Caucasian,Female,5/1/2007,4/8/2011,1438,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Vienna,Fairfax,VA,United States,1,0,Dropped,1,5/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Unspecified,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200517475,32,White or Caucasian,Female,5/1/2005,4/14/2009,1444,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,5/15/2010,,Dropped,,UAAA Memberships,,ALUM_Mbr_GC_SP09,SP09_ Spring General Campaign,Grad Fest form returns (all semesters),Bundled_offer
200838081,31,White or Caucasian,Male,5/1/2007,4/19/2011,1449,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Denver,Denver,CO,United States,1,0,Dropped,3,5/15/2014,,Dropped,,UAAA Memberships,,ALUM_Mbr_Event,Special Event (misc),Grad Fest form returns (all semesters),Bundled_offer
20079213,32,Hispanic/Latino,Female,8/1/2006,8/16/2010,1476,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,San Diego,San Diego,CA,United States,1,0,Dropped,5,9/15/2015,,Dropped,"BeachCats, San Diego CA",UAAA Memberships,,ALUM_Mbr_E Video,E-mail Video Campaigns,Grad Fest form returns (all semesters),Bundled_offer
200613473,31,White or Caucasian,Male,5/1/2006,5/26/2010,1486,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Oakland,Alameda,CA,United States,1,0,Dropped,1,6/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
2007326,31,White or Caucasian,Male,12/1/2006,1/4/2011,1495,Bachelor of Arts,Bachelors,SBS-College of Social & Behavioral Sciences,,,Scottsdale,Maricopa,AZ,United States,1,0,Dropped,1,2/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_Benefits,Membership Benefits interest,Grad Fest form returns (all semesters),Bundled_offer
